Name,Class,Spells,Skills
848ffe98,Wizard 5,"Fire Bolt*0|Light*0|Gust*0|Eldritch Blast*0|Mold Earth*0|Flaming Hands (P)*1|Absorb Elements (P)*1|Shield (P)*1|Witch Bolt (P)*1|Detect Magic (P, R)*1|Find Familiar (R)*1|Alarm (R)*1|Identify (R)*1|Comp. Languages (R)*1|Locate Object (P)*2|Gust Of Wind (P)*2|See Invisibility*2|Fireball (P)*3|Leomunds Tiny Hut (R)*3",Athletics|Sleight of Hand|Stealth|Arcana|Investigation
3993e3e5,Wizard 5,Create Bonfire*0|Encode Thoughts*0|Infestation*0|Toll The Dead*0|Cause Fear*1|Expeditious Retreat*1|Tasha's Hideous Laughter*1|Crown Of Madness*2|Flock Of Familiars*2|Hypnotic Pattern*3|Thunder Step*3,Acrobatics|Investigation|Insight|Perception|Performance
867450f9,Paladin 5,Cure Wounds*1|Divine Favor*1|Aid*2|Branding Smite*2|Find Steed*2,Acrobatics|Insight|Performance|Persuasion
a59f3d82,Monk 5,No spells,Acrobatics|Stealth|History|Insight|Perception|Performance
da7f9ee4,Rogue 5,Friends*0|Mage Hand*0|Shape Water*0|Charm Person*1|Disquise Self*1|Tasha's Hideous Laughter*1|Ray Of Sickness*1,Acrobatics|Stealth|Investigation|Insight|Perception|Intimidation|Performance
a2c3db81,Cleric 5,Command*1|Identify*1|Augury*2|Suggestion*2|Nondetection*3|Speak with Dead*3,Acrobatics|Arcana|History|Nature|Insight|Intimidation|Performance
e4edd59a,Monk 5,No spells,Acrobatics|Stealth|History|Insight|Perception|Performance
e52f347e,Wizard 5,No spells,Acrobatics|Arcana|Insight|Perception|Performance
247288af,Barbarian 5,No spells,Acrobatics|Perception|Survival|Performance
299b7fc6,Fighter 5,No spells,Acrobatics|Insight|Perception|Performance
00d3d8ae,Rogue 5,No spells,Acrobatics|Stealth|Investigation|Insight|Perception|Performance|Persuasion
e202c590,Druid 5,No spells,Acrobatics|Stealth|Insight|Perception|Survival|Performance
da7f9ee4,Paladin 5,Bane*1|Hunter’s Mark*1|Hold Person*2|Misty Step*2,Acrobatics|Insight|Intimidation|Performance|Persuasion
9ec67961,Ranger 5,Protection from Evil and Good*1|Zone of Truth*2,Acrobatics|Insight|Perception|Survival|Performance
219b70a3,Monk 5,No spells,Athletics|Acrobatics|Arcana|History
4383afb1,Barbarian 5,No spells,Athletics|Animal Handling|Perception|Survival|Intimidation
d6a126c2,Barbarian 5,No spells,Athletics|Nature|Survival|Intimidation
d1f28e07,Druid 5,Minor illusion*0|Mending*0|Produce Flame (2d8)*0|Guidance (+d4 Ability Check)*0|Poison Spray (2d12)*0|Thunderwave*1|Charm Person*1|Goodberry*1|Detect Magic*1|Barkskin*2|Spider Climb*2|Flaming Sphere*2|Heat Metal*2|Pass Without Trace*2|Call Lightning*3|Plant Growth*3|Dispel Magic*3,Arcana|Nature|Medicine|Perception|Survival
c9348c41,Warlock 5,Light*0|Sacred Flame*0|Eldritch Blast*0|Booming Blade*0|Minor Illusion*0|Cure Wounds*1|Guiding Bolt*1|Unseen Servant*1|Flaming Sphere*2|Invisibility*2|Daylight*3|Counterspell*3,Arcana|Nature|Religion|Medicine
07f631bf,Ranger 5,Cure Wounds*1|Hunters Mark*1|Zephyr Strike*1|Spike Growth*2|Pass Without A Trace*2,Athletics|Acrobatics|Stealth|Nature|Animal Handling|Perception|Survival
e352bcf8,Rogue 5,No spells,Acrobatics|Sleight of Hand|Stealth|History|Insight|Perception|Persuasion
98694185,Druid 5,No spells,Nature|Religion|Insight|Medicine|Perception
38ac6a47,Warlock 5,Eldritch Blast*0|Prestidigitation*0|Hex*1|Dissonant Whispers*1,Sleight of Hand|Stealth|Arcana|History|Deception|Persuasion
8ee8acde,Monk 5,No spells,Athletics|Acrobatics|Stealth|Perception
348831f4,Bard 5,Mending*0|Vicious Mockery*0|Thunderclap*0|Animal Friendship*1|Sleep*1|Healing Word*1|Cure Wounds*1|Feather Fall*1|Heat Metal*2|Warding Wind*2|Plant Growth*3,Athletics|Animal Handling|Insight|Survival|Intimidation|Persuasion
f7652206,Druid 5,No spells,Arcana|History|Nature|Animal Handling|Survival
d892dd8d,Warlock 5,Acid Splash*0|Thuderclap*0|Faerie Fire*1|Witchbolt*1,Sleight of Hand|Arcana|Nature|Deception
f680793f,Wizard 5,Mage Hand*0|Toll The Dead*0|Chill Touch*0|Infestation*0|Ray Of Sickness*1|Magic Missle*1|Cause Fear*1|False Life*1|Crown Of Madness*2|Gentle Repose*2|Blindness/Deafness*2|Vampiric Touch*3|Life Transferance*3,Arcana|History|Animal Handling|Survival
ea33f907,Fighter 5,No spells,Athletics|Acrobatics|Stealth|History|Insight|Perception
426c340c,Cleric 5,toll the dead*0|guidance*0|spare the dying*0|light*0|Identify*1|Searing Smite*1|bless*1|cure wounds*1|guiding bolt*1|Heat Metal*2|Magic Weapon*2|aid*2|lessor restoration*2|prayer of healing*2|Elemental Weapon*3|Protection from Energy*3|revivify*3|spirit guardian *3,History|Religion|Insight|Medicine
199b901e,Cleric 5,Sacred Flame*0|Guidance*0|Light*0|Thaumaturgy*0|Divine Favor*1|Shield of Faith*1|Bless*1|Healing Word*1|Cure Wounds*1|Guiding Bolt*1|Magic Weapon*2|Spiritual Weapon*2|Aid*2|Spiritual Weapon*2|Crusader's Mantle*3|Spirit Guardian*3|Revivify*3|Mass Healing Word*3,Acrobatics|Religion|Perception|Performance|Persuasion
e1e1459c,Paladin 5,Prestidigitation*0|Eldritch blast*0|Shield*1|Sleep*1|Hold Person*2|Ray of Enfeeblement*2,Athletics|History|Intimidation|Persuasion
5600fbc7,Cleric 5,Guidance*0|Resistance*0|Sacred Flame*0|Mending*0|Command*1|Identify*1|Prayer Of Healing*2|Suggestion*2|Nondetection*3|Speak with Dead*3,Athletics|Stealth|Arcana|History|Nature|Religion|Perception|Survival
fe39668f,Barbarian 5,No spells,Athletics|Perception|Survival|Intimidation
25be2028,Paladin 5,Ensnaring Strike*1|Speak with Animals*1|Moonbeam*2|Misty Step*2,Religion|Insight|Medicine|Intimidation
56ecca6d,Paladin 5,Armor of Frost*1|Command*1|Hold Person*2|Spiritual Weapon*2,History|Religion|Medicine|Persuasion
2dbe75cc,Rogue 5,No spells,Acrobatics|Sleight of Hand|Stealth|Investigation|Deception
e05528fb,Barbarian 5,No spells,Athletics|Animal Handling|Perception|Survival|Intimidation
3387f273,Fighter 5,No spells,Athletics|History|Animal Handling|Intimidation|Persuasion
2e745b52,Rogue 5,No spells,Acrobatics|Sleight of Hand|Stealth|Investigation|Insight|Perception|Survival
9349f13c,Sorcerer 5,Darkness*2,Arcana|Insight|Perception|Intimidation|Persuasion
8125fbe4,Warlock 5,Eldritch Blast*0|Green-Flame Blade*0|Mage Hand*0|Faerie Fire*1|Sleep*1|Sasha's Hideous Laughter*1|Calm Emotions*2|Crown Of Madness*2|Invisibility *2|Spiderclimb*2|Suggestion*2|Phantasmal Force*2|Blink*3|Magic Circle*3|Plant Growth*3,Arcana|Nature|Insight|Survival|Intimidation
cdbc7f42,Fighter 5,No spells,Athletics|Acrobatics|Investigation|Perception|Intimidation
004b91af,Bard 5,Blade Ward*0|Thunderclap*0|Vicious Mockery*0|Healing Word*1|Thunderwave*1|Warding Wind*2|Lesser Restoration*2|Enhance Ability *2|Sending*3|Leomunds Tiny Hut*3|Zone of Truth*3,Athletics|Acrobatics|Animal Handling|Medicine|Perception|Survival
b66ad556,Wizard 5,Fire Bolt (1d10)*0|Ray Of Frost (1d8)*0|Prestidigitation *0|Produce Flame (1d8)*0|Burning Hand (3d6 Fire)*1|Catapult (3d8 bulgeoning)*1|Witch Bolt (1d12 Lighting)*1|Mage Armor (13+dex)*1|Chromatic Orb (3d8 of Selected Damage) *1|Expeditious Retreat*1|Scorching Ray (3x 2d6 Fire)*2|Shader (3d8 Tunder)*2|Fireball (8d6)*3|Lighting Cloud (3d10)*3,Arcana|History|Investigation|Insight|Perception
dc71252d,Bard 5,Friends*0|Vicious Mockery*0|Prestidigitation *0|Dissonant Whispers*1|Tasha's Hideous Laughter*1|Cure Wounds*1|Bane*1|Suggestion*2|Heat Metal*2|Shatter*2|Hypnotic Pattern*3,Acrobatics|Stealth|Perception|Deception|Performance|Persuasion
df6c101e,Ranger 5,Disguise Self*1|Cure Wounds*1|Hail of Thorns*1|Hunter's Mark*1|Rope Trick*2|Healing Spirit*2|Spike Growth*2,Stealth|Nature|Religion|Medicine|Perception|Survival
448cb21e,Wizard 5,No spells,Acrobatics|Arcana|History|Performance
65e9daa1,Wizard 5,No spells,Arcana|Religion|Insight|Medicine
66ee616c,Druid 5,No spells,Nature|Animal Handling|Insight|Perception
a687886c,Barbarian 5,No spells,Athletics|Arcana|Intimidation|Persuasion
8bcf151b,Rogue 5,No spells,Acrobatics|Sleight of Hand|Stealth|Insight|Perception|Deception|Intimidation|Persuasion
7e0bc986,Sorcerer 5,No spells,Athletics|Insight|Perception|Deception|Persuasion
54eea6fb,Monk 5,No spells,Athletics|History|Insight|Perception|Survival
f6109c47,Rogue 5,No spells,Acrobatics|Sleight of Hand|Stealth|Investigation|Perception|Deception|Intimidation|Persuasion
b649bc9f,Bard 5,Thaumaturgy*0|Minor Illusion*0|Viscious Mockery *0|Mage Hand*0|Dissonant Whispers *1|Tasha's Hideous Laughter *1|Faerie Fire *1|Hellish Rebuke *1|Healing Word*1|Suggestion*2|Invisibility *2|Shatter*2|Blindness/Deafness*2|Darkness*2|Heat metal *2|Hold person *2|Hypnotic Pattern *3|Bestow Curse*3,Sleight of Hand|Stealth|Arcana|History|Investigation|Insight|Perception|Deception|Intimidation|Persuasion
1fa09992,Wizard 5,Frostbite*0|Message*0|Shape Water*0|Toll The Dead*0|Detect Magic*1|Disguise Self*1|Identity*1|Mage Armor*1|Magic Missile*1|Find Familiar*1|Witch Bolt*1|Shield*1|Invisibility*2|Misty Step*2|Mirror Image*2|Darkvision*2|Slow*3|Fireball*3|Counterspell*3,Arcana|History|Investigation|Insight
b000d2cb,Monk 5,No spells,Acrobatics|Sleight of Hand|Stealth|History
47f69739,Fighter 5,Fire Bolt*0|Booming Blade*0|Chromatic Orb*1|Shield*1|Absorb Elements*1|Find Familiar*1,Arcana|History|Investigation|Insight|Perception
6f9192cf,Barbarian 5,No spells,Athletics|Nature|Insight|Perception|Intimidation
b4fd61c4,Druid 5,Shillelagh*0|Produce Flame*0|Speak With Animals*1|Entangle*1,Athletics|Arcana|Nature|Survival
73129717,Bard 5,No spells,Acrobatics|Nature|Animal Handling|Performance|Persuasion
5b6ad767,Paladin 5,Bane*1|Hunter’s Mark*1|Hold Person*2|Misty Step*2,Athletics|History|Insight|Intimidation|Persuasion
405df34b,Paladin 5,Protection from Evil and Good*1|Sanctuary*1|Lesser Restoration*2|Zone of Truth*2,Acrobatics|Religion|Insight|Deception|Intimidation|Persuasion
27547689,Cleric 5,Light*0|Burning Hands*1|Faerie Fire*1|Flaming Sphere*2|Scorching Ray*2|Daylight*3|Fireball*3,History|Religion|Medicine|Perception|Persuasion
c9413cbf,Paladin 5,Detect Good And Evil*1|Shield Of Faith*1|Bane*1|Hunter’s Mark*1|Hold Person*2|Misty Step*2,Athletics|Insight|Perception|Persuasion
135b1ac6,Fighter 5,Green Flame Blade*0|Prestidigitation*0|Magic Missile (Fighter)*1|Shield (Fighter)*1|Expedious Retreat (Fighter)*1|Colour Spray (Fighter)*1,Athletics|Perception|Survival|Intimidation
7159c780,Paladin 5,Light*0|Armor of Frost*1|Command*1|Wrathful Smite*1|Bless*1|Divine Favor*1|Hold Person*2|Spiritual Weapon*2,Athletics|Intimidation|Performance|Persuasion
dbd04f8d,Rogue 5,No spells,Acrobatics|Stealth|Investigation|Perception|Intimidation|Persuasion
86eb2638,Druid 5,No spells,Stealth|Arcana|Nature|Insight|Perception|Survival
d112c3ba,Bard 5,Minor Illusion*0|Charm Person (1/Day)*1,Acrobatics|Arcana|History|Religion|Insight|Perception|Deception|Persuasion
f58a865d,Barbarian 5,No spells,Athletics|Animal Handling|Perception|Intimidation
35c9908e,Barbarian 5,No spells,Athletics|Nature|Perception|Survival
0f24f0e8,Fighter 5,No spells,Athletics|Investigation|Insight|Persuasion
88584618,Rogue 5,No spells,Athletics|Sleight of Hand|Stealth|Nature|Insight|Perception|Survival|Deception
ac2444de,Cleric 5,Guidance*0|Toll The Dead*0|Light*0|Word Of Radiance*0|Bless*1|Cure Wounds*1|Healing Word*1|Guiding Bolt*1|Command*1|Inflict Wounds*1|Lesser Restoration*2|Spiritual Weapon*2|Aid*2|Prayer Of Healing*2|Blindness/Deafness*2|Beacon of Hope*3|Revivify*3|Spirit Guardians*3|Animate Dead*3,History|Religion|Insight|Medicine|Persuasion
65eecf6f,Warlock 5,Mage Hand*0|Chill Touch*0|Firebolt*0|True Strike*0|Mending*0|Eldrich Blast*0|Dissonant Whispers*2|Tasha's Hideous Laughter*2|Hellish Rebuke*2|Phantasmal Force*2|Misty Step*2|Hold Person*2,Sleight of Hand|Arcana|Investigation|Perception|Deception
96039d7e,Rogue 5,No spells,Acrobatics|Sleight of Hand|Stealth|Investigation|Perception|Deception
c01c4bd0,Fighter 5,No spells,History|Insight|Survival|Intimidation
9248a12d,Druid 5,No spells,Athletics|Nature|Animal Handling|Survival
5d872ea2,Bard 5,No spells,Athletics|History|Insight|Perception|Performance
80616d9c,Cleric 5,Bless*1|Cure Wounds*1|Lesser Restoration*2|Spiritual Weapon*2|Beacon of Hope*3|Revivify*3,Religion|Animal Handling|Medicine|Survival
afb30270,Barbarian 5,No spells,Athletics|Perception|Survival|Persuasion
51a50698,Sorcerer 5,No spells,Sleight of Hand|Stealth|Arcana|Deception
b0bf02f7,Paladin 5,Protection from Evil and Good*1|Sanctuary*1|Lesser Restoration*2|Zone of Truth*2,History|Religion|Perception|Intimidation|Persuasion
30992d43,Rogue 5,No spells,Acrobatics|Sleight of Hand|Stealth|Investigation|Insight|Persuasion
aade37ad,Bard 5,No spells,Arcana|Religion|Insight|Perception|Persuasion
0330ba1f,Barbarian 5,No spells,Athletics|Stealth|Insight|Survival|Intimidation
6bac0479,Rogue 5,No spells,Athletics|Acrobatics|Sleight of Hand|Stealth|Perception|Deception|Intimidation|Persuasion
72b8de28,Paladin 5,Thaumaturgy*0|  *0|Necklace Of Prayer Beads*0|Bead Of Bless - Bless*0|Bead Of Favor*0|Greater Restoration*0|Bead Of Smiting*0|Branding Smite*0|Bead Of Curing*0|Cure Wounds*0|Lesser Restoration*0|Bead Of Summons*0|Planar Ally*0|Bane*1|Hunter’s Mark*1|Searing Smite*1|Hold Person*2|Misty Step*2|Branding Smite*2|  *2,Athletics|Religion|Insight|Intimidation
5d7878c1,Barbarian 5,No spells,Athletics|Animal Handling|Perception|Intimidation
e1012598,Sorcerer 5,Light*0|Fire Bolt*0|Spare The Dying*0|Guidance*0|Toll The Dead*0|Mage Hand*0|Mending*0|Shocking Grasp*0|Guiding Bolt*1|Healing Word*1|Mage Armor*1|Find Familiar*1|Spiritual Weapon*2|Dragon's Breath*2|Lesser Restoration*2|Fireball*3,Arcana|Investigation|Religion|Perception
06e4139f,Ranger 5,Disguise Self*1|Goodberry*1|Hunter's Mark*1|Detect Magic*1|Rope Trick*2|Healing Spirit*2,Athletics|Stealth|Insight|Perception
be7fc159,Paladin 5,Bane*1|Hunter’s Mark*1|Hold Person*2|Misty Step*2,Athletics|Religion|Insight|Intimidation
70c6fcea,Barbarian 5,No spells,Athletics|Survival|Intimidation
2929078e,Bard 5,No spells,Acrobatics|Sleight of Hand|Investigation|Perception|Survival|Deception|Intimidation|Performance|Persuasion
715f3da3,Sorcerer 5,No spells,Arcana|Religion|Insight|Medicine
be04bac3,Cleric 5,Bless*1|Cure Wounds*1|Lesser Restoration*2|Spiritual Weapon*2|Beacon of Hope*3|Revivify*3,History|Religion|Insight|Medicine
edd1edea,Wizard 5,No spells,Arcana|History|Insight|Medicine|Perception
764f0f6f,Druid 5,Primal Savagery*0|Thunderclap*0|Thorn Whip*0|Speak with Animals*1|Cure Wounds*1|Entangle*1|Beast Bond*1|Bark Skin*2|Flame Blade*2|Conjure Animal*3|Erupting Earth*3,Stealth|Animal Handling|Survival|Deception
76c807cf,Artificer 5,Identify (Ritual)*1|Detect Magic (Ritual)*1|Feather Fall*1|Sanctuary*1|Longstrider*1|Enhance Ability*2|Enlarge/Reduce*2,Acrobatics|Sleight of Hand|Arcana|History|Investigation|Nature|Deception
96adbeb1,Ranger 5,Cure Wounds*1|Hail Of Thorns*1|Pass Without Trace*2,Stealth|Investigation|Animal Handling|Insight|Perception|Survival
5e85e43d,Bard 5,Message*0|Vicious Mockery*0|Made Hand*0|Charm Person*1|Healing Word*1|Thunderwave*1|Phantasmal Force*2|Suggestion*2|Enhance Ability*2|Stinking Cloud*3|Bestow Curse*3,Sleight of Hand|Stealth|Deception|Performance|Persuasion
8aef26cc,Monk 5,No spells,Acrobatics|Stealth|History|Insight|Perception|Persuasion
601d9cb6,Barbarian 5,No spells,Nature|Animal Handling|Medicine|Perception|Survival
b1e0ad02,Monk 5,No spells,Athletics|Acrobatics|Religion|Insight
f9cb7e78,Druid 5,Druid craft*0|magic stone*0|Detect magic (r)*1|Absorb elements*1|Healing word*1|Goodberry*1|Create or destroy water*1|Earth tremmor*1|Speak with animals (r)*1|Heat metal*2|Moonbeam*2|Flame blade*2,Sleight of Hand|Stealth|Arcana|Perception
128000d0,Cleric 5,Spare the Dying (G)*0|Guidance*0|Toll The Dead*0|Mending*0|Bane (G)*1|False Life (G)*1|Cure Wounds*1|Healing Word*1|Bless*1|Create Destroy Water*1|Command*1|Gentle Repose (G)*2|Ray of Enfeeblement (G)*2|Spiritual Weapon*2|Silence*2|Enhance Ability*2|Revivify (G)*3|Vampiric Touch (G)*3|Spirit Guardians *3|Remove Curse*3|Dispel Magic*3|Mass Healing Word*3,Athletics|Insight|Perception|Persuasion
b88025e2,Rogue 5,Mage Hand*0|Shocking Touch*0|Light*0|Disguise Self*1|Charm Person*1|Sleep*1|Find Familiar (Owl)*1,Sleight of Hand|Stealth|Investigation|Insight|Perception|Persuasion
eb03ece7,Warlock 5,"Eldritch Blast(1d10 +4,120ft*0|Friends(1 Min, SM Makeup)*0|Disguise Self (1hr, VS)*0|Hex (+1d6, 90ft Newt Eye)*1|Armor Of Agathys (5,Water)*1",Acrobatics|Investigation|Nature|Deception|Performance|Persuasion
54f2bdd2,Warlock 5,Eldritch Blast*0|Mage Hand*0|Prestidigitation*0|Spider Climb*2|Shatter*2|Invisibility*2|Suggestion*2|Dispel Magic*3|Major Image*3,Arcana|Investigation|Religion|Medicine|Intimidation
d08fc5f3,Barbarian 5,No spells,Athletics|Perception|Survival|Intimidation
f722cee6,Barbarian 5,No spells,Athletics|Nature|Animal Handling|Survival|Intimidation
48020698,Monk 5,No spells,Acrobatics|Stealth|Insight|Perception
c9ffaf2b,Sorcerer 5,Guidance *0|Minor Illusion *0|Light *0|Sacred Flame *0|Firebolt *0|Word Of Radiance *0|Bless*1|Chromatic Orb*1|Healing Word *1|Scorching Ray*2|Prayer Of Healing *2|Mass Healing Word *3,Deception|Intimidation|Persuasion
67c488b0,Cleric 5,Mending*0|Sacred Flame*0|Spare The Dying*0|Thaurmaturgy*0|Identify*1|Searing Smite*1|Cure Wounds*1|Shield Of Faith*1|Purify Food And Drink*1|Guiding Bolt*1|Detect Magic*1|Heat Metal*2|Magic Weapon*2|Locate Object*2|Lesser Restoration*2|Prayer Of Healing*2|Aid*2|Calm Emotions*2|Find Traps*2|Hold Person*2|Silence*2|Spiritual Weapon*2|Elemental Weapon*3|Protection from Energy*3|Dispel Magic*3|Mass Healing Word*3|Clairvoyance*3,History|Insight
3f76a9ad,Cleric 5,Mending*0|Sacred Flame*0|Spare The Dying*0|Thaurmaturgy*0|Identify*1|Searing Smite*1|Cure Wounds*1|Shield Of Faith*1|Purify Food And Drink*1|Guiding Bolt*1|Detect Magic*1|Heat Metal*2|Magic Weapon*2|Locate Object*2|Lesser Restoration*2|Prayer Of Healing*2|Aid*2|Calm Emotions*2|Find Traps*2|Hold Person*2|Silence*2|Spiritual Weapon*2|Elemental Weapon*3|Protection from Energy*3|Dispel Magic*3|Mass Healing Word*3|Clairvoyance*3,History|Insight
3ed4b011,Warlock 5,No spells,Arcana|Religion|Medicine|Intimidation
fa58a3dc,Cleric 5,Divine Favor*1|Shield of Faith*1|Magic Weapon*2|Spiritual Weapon*2|Crusader's Mantle*3|Spirit Guardian*3,Religion|Insight|Medicine|Persuasion
f165fbb7,Paladin 5,Bane*1|Hunter’s Mark*1|Hold Person*2|Misty Step*2,Athletics|Insight|Intimidation|Performance|Persuasion
48f18a4d,Fighter 5,Ray of Frost*0|Firebolt*0|Sheild*1|Sleep*1|Burning Hands*1|Thunderwave*1,Athletics|Insight|Perception|Intimidation
e692ec72,Ranger 5,Hail Of Thorns*1|Cure Wounds*1|Animal Talk*1,Athletics|Sleight of Hand|Stealth|Investigation|Animal Handling
130e60e5,Fighter 5,No spells,Animal Handling|Insight|Perception|Survival
26055009,Warlock 5,No spells,History|Investigation|Religion|Insight|Medicine|Perception
1517a282,Warlock 5,No spells,History|Religion|Insight|Medicine|Perception|Deception
ed9c0ca7,Warlock 5,No spells,Arcana|Investigation|Insight|Perception
300e215a,Wizard 5,No spells,Investigation|Animal Handling
9f1c1f50,Sorcerer 5,Minor Illusion*0|Booming Blade*0|Prestidigitation*0|Thunderclap*0|Shocking Grasp*0|Light*0|Thunderwave*1|Color Spray*1|Witch Bolt*1|Catapult*1|Alter Self*2|Shatter*2|Spider Climb*2|Lightning Bolt*3|Haste*3,Arcana|Insight|Perception|Persuasion
d54247eb,Ranger 5,No spells,Stealth|Investigation|Nature|Animal Handling|Survival
90c5ddda,Fighter 5,No spells,Athletics|Acrobatics|Animal Handling|Perception|Survival|Performance
e8b2077e,Bard 5,No spells,Athletics|Animal Handling|Survival|Intimidation|Performance|Persuasion
40036200,Barbarian 5,No spells,Athletics|History|Intimidation|Persuasion
0bd7f823,Paladin 5,Ensnaring Strike*1|Speak with Animals*1|Moonbeam*2|Misty Step*2,Religion|Insight|Perception|Intimidation|Persuasion
c1d7f57b,Ranger 5,Minor Illusion*0|Thaumaturgy*0|Disguise Self (1/day)*1|Goodberry*1|Alarm*1|Speak With Animals*1|Detect Poison And Disease*1|Lesser Restoration*2|Animal Messenger*2|Invisibility (1/day)*2,Athletics|Stealth|Nature|Animal Handling|Survival|Persuasion
75bb936c,Bard 5,No spells,Insight|Perception|Deception|Performance|Persuasion
7a939030,Fighter 5,No spells,Athletics|Acrobatics|Insight|Perception|Performance
33c83fcd,Bard 5,Vicious Mockery*0|Friends*0|Message*0|Charm Person*1|Hideous Laughter*1|Healing Word*1|Speak w/ Animals*1|Calm Emotions*2|Entrall*2|Suggestion*2|Speak w/ Plants*3|Speak w/ Dead*3,Acrobatics|Insight|Intimidation|Performance|Persuasion
eddba8b6,Monk 5,No spells,Acrobatics|Stealth|Investigation|Insight|Perception
c23f61c9,Warlock 5,No spells,Arcana|History|Insight|Perception
dc2c0f9f,Fighter 5,No spells,Athletics|Acrobatics|Intimidation|Persuasion
602704c5,Ranger 5,Hunters Mark*1|Animal Friendship*1|Alarm*1|Jump*1|Pass Without Trace*2|Darkvision*2,Athletics|Stealth|Nature|Perception|Survival|Persuasion
